id,name,contact_phone,contact_email,street_address,website,city,state,zip,latitude,longitude,share_address,share_phone,share_email,created_at,updated_at
507,Hearts United Haven,(475) 480-1419,johnsie.zieme@greenholt.example,4831 Luettgen Tunnel,http://sipes.test/yajaira,Portland,OR,01950-6431,45.34359654234896,-122.81239676907832,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
508,Cherished Dreams Refuge,118.997.6545,deandre@keebler.test,9777 Collin Gateway,http://ernser.example/hipolito,San Francisco,CA,40853,37.97060830968721,-122.1998801512508,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
509,Welcome Winds Refuge,594.216.7102,louise_lang@leffler-blanda.example,30911 Shields Spurs,http://langworth-crona.test/lala.toy,Nashville,TN,80333-3771,36.22805178841868,-86.998905919733,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
510,Sheltered Serenity,(380) 138-7417,kelley@kessler-conn.test,697 Renaldo Key,http://schoen.example/federico,Long Beach,CA,15258-4410,33.84175062058018,-118.35846354946416,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
511,Shelter from the Storm,1-399-244-7390,roland@harvey-haley.test,898 Kuhic Shoal,http://corkery.test/elissa,Cleveland,OH,37111-1675,41.27485266811377,-81.4538204483444,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
512,Community Compass Shelter,481-195-4284,kelley@ankunding-aufderhar.example,2070 Dach Field,http://wintheiser.test/eden_boyle,El Paso,TX,00983-5906,31.769646823046287,-106.71403410794474,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
513,Sheltered Hearts Sanctuary,855-577-8471,felice@sanford.test,1767 Russel Curve,http://sanford.test/maye,Minneapolis,MN,53678,44.93361961323915,-92.9934486342871,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
514,Community Compass Shelter,1-488-579-3170,darron.prohaska@skiles-kuvalis.test,264 Ruthie Causeway,http://pfeffer.test/ute,Baltimore,MD,75252-5295,39.226702082926884,-76.51672473070948,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
515,Radiant Retreat Shelter,1-256-887-2718,raphael.franecki@treutel.test,25360 Bogan Islands,http://muller.example/angelic,Houston,TX,39303-5215,30.007699197315908,-95.50164734519494,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
516,Healing Hearts Haven,265-991-5851,tereasa@bechtelar.example,575 Ike Square,http://west.test/arthur_sawayn,Portland,OR,76847-2644,45.455996465561206,-122.74112613488946,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
517,Healing Hearts Haven,1-804-373-4699,jose@littel.test,65912 Vanda Manor,http://schaefer.test/chanelle_abshire,Omaha,NE,16606,41.40736539908702,-95.64659934460079,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
518,New Horizons Shelter,(211) 196-4873,hipolito_rice@erdman.test,6045 Connelly Plain,http://auer.example/kristyn_gleichner,Kansas City,MO,39498-0579,39.115131068956345,-94.73723867745413,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
519,Caring Haven,1-860-678-9897,verna@skiles-jacobson.test,4129 Heller Vista,http://stiedemann-sauer.test/marlys.bergstrom,Arlington,TX,75115,32.5094211187373,-96.80025782606826,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
520,Emerald Oasis Shelter,533.589.5166,emogene.windler@nolan-schmitt.example,99407 Benjamin Dale,http://feil.test/alena.ratke,Nashville,TN,81564-0996,36.19492798203346,-87.1388594933066,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
521,Strength in Unity Haven,293.094.6984,hiram@welch-boehm.example,9513 Willia Walks,http://reynolds.test/harrison.buckridge,Baltimore,MD,20543,39.15496430519627,-76.86381295750635,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
522,Promise of Tomorrow Refuge,988-363-3204,lamar.schoen@balistreri-wehner.example,666 Stracke Burgs,http://mccullough.example/rudolf,Long Beach,CA,06230-9047,33.54618959134491,-117.98106238580611,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
523,Refugee Empowerment Center,1-698-879-6253,evelina.kling@deckow.test,4261 Gabriel Expressway,http://lynch.example/ethan,Mesa,AZ,99079,33.20754965597948,-111.6407242330656,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
524,Bridges of Hope Shelter,406-803-1350,jacqulyn.miller@rogahn.example,28098 Milton Shoals,http://heaney-bruen.test/renaldo.hintz,Philadelphia,PA,35265-9508,39.93737218414013,-75.49131186270232,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
525,Bridges of Hope Shelter,954-248-2478,fatimah_purdy@miller.example,5851 Wilbert Oval,http://steuber.test/marcel,"Washington, D.C.",DC,69394,38.7869293385709,-77.28641660017443,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
526,New Horizons Shelter,226-121-0275,sidney_roberts@macejkovic.example,5630 Sawayn Union,http://mayert-wintheiser.test/deandre_kshlerin,Tulsa,OK,42501,36.24701951721659,-96.05745015883244,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
527,Promise of Tomorrow Refuge,(857) 325-1259,jon_mertz@trantow.test,16019 Rath Spur,http://kunde-ohara.test/gabriele_bruen,Atlanta,GA,67430,33.54792153030467,-84.33783481167963,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
528,Journey to Belonging,1-757-624-6030,karey@conroy.example,8730 Cindy Passage,http://willms.example/kent,Oakland,CA,92677,37.59260312028769,-122.26624878451595,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
529,Radiant Retreat Shelter,741.749.6068,craig@lehner-ratke.example,8961 Smitham Forest,http://hodkiewicz.test/petrina_mante,Miami,FL,08317,25.748181851038925,-80.4025455483073,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
530,Community Compass Shelter,971-463-4214,sharonda@osinski.test,95276 Kirlin Center,http://witting.test/laquanda_steuber,Minneapolis,MN,54961,44.771895055248194,-93.50526329683039,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
531,Angel's Arms Shelter,1-397-262-4952,kary@goldner.example,3547 Russel Cliffs,http://kozey.example/reagan_carroll,Indianapolis,IN,35925,39.72997136126905,-86.17158496744972,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
532,Strength in Unity Haven,1-185-679-9559,darwin@nader.test,1898 McCullough Court,http://stroman.test/eldon.dare,San Antonio,TX,29145,29.37724610502187,-98.16230536790009,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
533,Community Compass Shelter,923.113.6459,earle_oconner@schimmel.example,72808 Jaskolski Parkway,http://green.example/trinity_wintheiser,New York City,NY,76993-2522,40.91055578035628,-73.94925353936256,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
534,Harmony Haven,(792) 531-5493,nichelle@schneider.test,9673 Osinski Ferry,http://stanton.test/danette.armstrong,Mesa,AZ,50402,33.67223318254161,-112.10286803061543,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
535,Life Renewal Refuge,1-858-404-3898,lorenzo.hilll@senger-jerde.example,1969 Hoeger Motorway,http://wunsch.test/jung.oberbrunner,Charlotte,NC,76527-3877,35.24862236098728,-80.72525801362353,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
536,Welcome Winds Refuge,(867) 380-0387,alfred@windler.example,66300 Chet Overpass,http://doyle.test/josie,Houston,TX,54005-5309,29.866899020616973,-95.71180163039163,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
537,Angel's Arms Shelter,(561) 524-8660,rickie.dicki@mueller.example,270 Caron Lights,http://johns.test/ossie,Los Angeles,CA,87599,34.25567483322069,-118.50244800409317,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
538,Angel's Arms Shelter,995.008.6166,gemma@jones.test,7539 Hegmann Heights,http://donnelly.test/columbus_mcglynn,Kansas City,MO,72897-6289,39.147324507159674,-94.94193570486502,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
539,Tranquil Oasis,1-283-774-9325,sally@keebler-lemke.test,641 Matt Viaduct,http://schimmel-oconnell.test/lamonica,Oakland,CA,53810,37.552158025395165,-122.63463691438645,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
540,Homecoming Haven,429.834.7121,annetta@bosco-hills.test,2320 Trevor Island,http://schmeler-klocko.example/christina_mueller,Houston,TX,63567-4047,29.476642287224916,-95.23036969220321,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
541,Warmth and Welcome Shelter,433.056.9553,margorie.kertzmann@mclaughlin.test,93993 Stark Rapid,http://carroll-kihn.test/chadwick_hauck,Phoenix,AZ,14065-2097,33.72183928855399,-111.96286145049147,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
542,Promise of Tomorrow Refuge,743-155-2711,bennie_pagac@kulas-hills.test,3838 Azucena Branch,http://bauch-heaney.test/bettie_cummings,Fresno,CA,21425,36.62658245950348,-119.55560625432831,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
543,Dream Safe Haven,1-833-444-1998,francoise@kiehn.example,891 Olson Glens,http://larson.example/hal,Denver,CO,16332-8801,39.696286052220316,-105.22644247213704,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
544,Safe Passage Shelter,1-263-753-8779,oda_kirlin@kohler-mertz.test,4720 Bergnaum Trafficway,http://homenick-dietrich.example/jamel_sipes,Long Beach,CA,32861,33.54516501484031,-118.4623996144527,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
545,Life Renewal Refuge,606-339-5222,robby.bartell@rowe-harvey.test,569 Hettinger Estates,http://runolfsdottir.test/lauren.corwin,Los Angeles,CA,60407-1225,34.29168714930128,-118.15237376665648,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
546,Safe Haven Refuge,(977) 595-1119,eldon@heaney.example,3177 Walter Lodge,http://walter.example/katlyn,Columbus,OH,86744-5722,39.8287932897339,-82.9783643926982,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
547,New Beginnings Shelter,(599) 607-9573,salvatore@bradtke.test,427 Eliana Vista,http://hand.example/boyd.littel,Austin,TX,28254-0613,30.238294508573077,-97.84788910053214,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
548,Safe Haven Refuge,703.950.9120,rhett@lesch.example,14395 Andre Mountain,http://ortiz.test/brunilda,San Francisco,CA,19894,37.50332168433654,-122.12995138891944,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
549,Graceful Shelter,(193) 710-0958,ilona.jacobson@blanda.example,82505 Keisha Inlet,http://lockman.test/tristan.raynor,Tulsa,OK,66604,36.0505782188188,-96.00031714290057,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
550,Compassion Corner,(850) 627-9296,gavin@glover-yundt.example,99088 Terrence Falls,http://dach.test/bao,Memphis,TN,36609-9537,35.11112907654103,-90.20139564002967,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
551,Radiant Retreat Shelter,338-263-0370,jona.grady@stokes.test,1408 Hermiston Bypass,http://powlowski-wuckert.example/leatha,El Paso,TX,95578-4995,31.875026546778702,-106.64852255186265,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
552,Hearts United Haven,689.428.3575,clark@huel.example,765 Hyatt Springs,http://hettinger.example/marylou.bradtke,Jacksonville,FL,59868-7775,30.475528859395315,-81.35811589890871,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
553,Harmony Haven,1-918-334-7721,newton_swaniawski@krajcik.test,8316 Goyette Street,http://howell.example/georgetta_feil,Charlotte,NC,36300-2036,34.955248737254635,-81.02534478307807,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
554,Comfort Cove Shelter,192.973.0023,miguelina_willms@bauch.example,237 Hammes Green,http://walter.example/diana.kuvalis,San Francisco,CA,16676,37.851360833346725,-122.78089770365014,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
555,Sheltered Serenity,976.940.2156,amos.ohara@koelpin.example,9550 Hartmann Coves,http://towne.example/jacquelyne,San Diego,CA,79195-1453,32.81265692334915,-117.04009335252717,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
556,Homecoming Haven,(703) 671-3502,eli.harris@terry-ohara.example,6647 Veum Mountain,http://corwin-yundt.example/merrill_lowe,New Orleans,LA,34086-3723,29.8609493727438,-89.81910572432156,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
557,Benevolent Refuge,1-177-308-0105,rudolph@schultz.example,4341 Corkery Shoal,http://kunde-schiller.test/belia_torphy,Milwaukee,WI,17758,42.77278589764588,-87.89367498760944,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
558,Rescue Refuge Center,190-509-2601,shirleen.collier@beier.example,278 Rodney Motorway,http://monahan.example/laverne,Oakland,CA,43712-3600,37.76911974410698,-122.12417869298275,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
559,Heartwarming Shelter,1-865-780-3359,williams.ledner@klocko.example,3116 Rowena Drive,http://conn-schuster.example/deshawn_zemlak,Oklahoma City,OK,42065,35.52269841069199,-97.8259950282288,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
560,Sheltered Serenity,268-581-2935,alesha.koelpin@purdy.example,214 Kohler Manor,http://labadie.test/joy.kiehn,Memphis,TN,54235,34.87699249314259,-89.78785516839255,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
561,Bridge to Belonging,971.866.0036,benton_lakin@hilpert.test,12180 Chang Mountain,http://olson.example/scarlet_schiller,Wichita,KS,29412,37.63617092248768,-97.11851886822882,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
562,Sanctuary of Dreams,590-542-8021,bart@schulist.example,4639 Donn Springs,http://mcdermott-emard.example/melia,Columbus,OH,76403,39.79671777139682,-82.92321976682328,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
563,Rescue Refuge Center,(598) 724-4657,louie.schroeder@ankunding-hayes.test,409 Blanda Trail,http://rogahn.test/pa_mann,Minneapolis,MN,77869-1921,45.02383237688035,-93.15913948495256,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
564,Heartwarming Shelter,(200) 669-4037,yetta_stehr@reichel.test,9431 Norman Viaduct,http://mraz.test/marshall,Cleveland,OH,96303,41.5868779690833,-81.35993024016052,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
565,Unity Refuge Center,961.662.2258,julian_kerluke@erdman.example,690 Helen Mall,http://bode.test/malia_anderson,Columbus,OH,46576-6214,39.7131934765308,-82.90027730071598,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
566,Solace Shelter,1-315-982-4296,elia@miller.example,63345 Danial Street,http://swift-bahringer.test/jimmie,Los Angeles,CA,94586-5879,34.06018138995112,-118.60568576866866,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
567,Journey to Belonging,1-914-043-9729,dana.reynolds@cole-hintz.example,123 Emard Gardens,http://gutkowski-ohara.test/elmer_mann,Albuquerque,NM,84855,35.120494047533626,-106.300622464345,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
568,Bridges of Hope Shelter,(884) 413-6745,shon.auer@connelly.example,3954 Hickle Isle,http://hauck-schultz.test/trula.gorczany,Los Angeles,CA,14082,34.25076850427919,-118.30692067879167,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
569,Hearts United Haven,1-606-867-2886,deangelo_botsford@mertz-zieme.example,7360 Blick Fork,http://bernier-gulgowski.example/karyl,Indianapolis,IN,04273,39.543448160588376,-86.16104661567017,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
570,Heavenly Harbor,(979) 940-2179,douglas_carroll@roob.test,42438 Nader Spring,http://wolff-gusikowski.example/inger,Oakland,CA,51594,37.86911482069912,-122.47025508101731,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
571,Life Renewal Refuge,(539) 535-2454,raymond@zemlak.test,522 Hintz Locks,http://hane.example/waylon_murazik,Los Angeles,CA,58620-2186,34.24693214270639,-118.39402155434222,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
572,Heavenly Harbor,565.002.1168,austin@ortiz.example,478 Jerald Greens,http://osinski.test/christian,Cleveland,OH,08990-0230,41.61768780381105,-81.66203394660754,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
573,Sheltered Hearts Sanctuary,1-908-372-1345,raina_anderson@graham.example,4421 Kris Mill,http://schneider.example/ferdinand.reilly,Tulsa,OK,05284-4479,36.31015375840268,-95.87704119274902,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
574,Solace Shelter,1-772-713-1523,sherman@hickle.example,3027 Deangelo Forge,http://little-renner.test/ted_lowe,Houston,TX,72296-5134,29.590590486357232,-95.11415594193947,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
575,Heartwarming Shelter,1-647-702-7240,harriet.medhurst@dickens.example,30494 Dusty Inlet,http://rodriguez-turcotte.example/jesse.cartwright,Minneapolis,MN,10138,45.001577898053505,-93.2698387777099,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
576,Heavenly Harbor,676.806.4434,raymon.homenick@pouros.test,3590 Johnston Flats,http://little.example/dwight_zieme,San Jose,CA,07196-0653,37.170552803127116,-121.74432959403725,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
577,Rescue Refuge Center,(587) 246-3044,earle_cremin@turcotte-leuschke.test,10521 Deangelo Mills,http://roob.example/gale.dickinson,Miami,FL,41392-4007,25.92925809241609,-80.04492050287188,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
578,Sheltered Hearts Sanctuary,332.268.9113,winfred@kunde.test,25885 Mohammed Motorway,http://hintz.test/jesus_bergstrom,Tucson,AZ,16922,32.24917058974719,-110.7641687119899,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
579,Whispering Pines Refuge,775-087-5305,grady_medhurst@ratke.example,80404 Delpha Pines,http://mcdermott-huel.test/bob,Columbus,OH,41411-2079,40.21673066692237,-82.64113865871231,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
580,Guiding Light Shelter,(687) 819-9269,christa_nitzsche@hodkiewicz.test,822 Lacey Wells,http://shields.example/marlo,Long Beach,CA,16183,33.704650270054834,-118.24209509386627,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
581,Beloved Shelter,(569) 290-7583,miki@deckow.test,4328 Carter Brooks,http://schmeler.test/fredrick.lynch,Oakland,CA,96659-7582,37.92630830329295,-121.99769584499376,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
582,Welcome Winds Refuge,(113) 525-7212,isabel.lueilwitz@terry.example,461 Katrina Summit,http://lehner-crooks.example/conrad,Las Vegas,NV,06372,36.439394779318796,-115.48303939869722,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
583,Healing Hearts Haven,1-723-086-0339,eladia.abernathy@stiedemann.example,455 Wisoky Springs,http://schulist.example/crissy_smitham,New York City,NY,64271-9130,40.458013558839355,-73.73299537833135,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
584,Radiant Retreat Shelter,671-351-2220,alta@bergnaum.test,727 Delena Mountain,http://hand.test/mickey,"Washington, D.C.",DC,77782-0819,38.63411260730394,-77.25332876232218,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
585,Strength in Unity Haven,1-197-999-9621,herschel_treutel@klein-kovacek.example,2999 Windler Spur,http://corwin.test/tasia,Miami,FL,15609,25.573645015049067,-80.21850825211845,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
586,Harbor of Safety,(567) 734-1915,adelia@rempel-dickens.example,183 Theo Club,http://rosenbaum.test/tobias,Detroit,MI,38506-5451,42.26108252068252,-82.77514670785428,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
587,Sunny Days Refuge,1-324-091-5590,rusty_yundt@greenfelder.example,15646 Pasquale Loaf,http://hilll.example/sierra.rau,San Jose,CA,89289-4506,37.04995558679765,-121.63099711898175,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
588,Life Renewal Refuge,463-571-0759,flor@hagenes-kovacek.test,19020 Sena Cliff,http://wolf.test/tonya_bode,Seattle,WA,01473-6273,47.417447302316624,-122.32412011660088,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
589,Sheltered Hearts Sanctuary,(763) 923-1785,noel@davis-swift.test,68651 Rosario Landing,http://harris.test/alessandra,Oklahoma City,OK,57987-6412,35.25706779677901,-97.57633631746118,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
590,Solace Shelter,256-387-8033,corliss_lemke@okon.test,3382 Hahn Run,http://boehm.test/leonardo,Arlington,TX,74430-8922,32.88990814473045,-97.41006601514233,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
591,Angel's Arms Shelter,898.799.2500,elene@hammes.test,3766 Marcelle Lights,http://strosin-jacobs.test/idell,Dallas,TX,85638-3308,32.770419720926455,-96.78547717008036,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
592,Lighthouse of Hope,(122) 444-5963,cherie@harvey.test,542 Murray Key,http://rutherford.test/joette,Boston,MA,25081,42.49962665002467,-71.13746386255951,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
593,Comfort Cove Shelter,690.715.4306,kasey.bernhard@halvorson.example,779 Lee Springs,http://wolff.test/marlon.auer,Fort Worth,TX,65150,32.676879190889714,-97.39772182803726,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
594,Refugee Empowerment Center,(126) 170-4126,arnulfo_orn@macgyver-little.test,6862 Zboncak Lodge,http://conroy.example/vince.gutmann,Dallas,TX,06448,32.5585998342918,-96.83571003231522,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
595,Life Renewal Refuge,1-914-905-6437,willie.borer@nitzsche-dooley.test,61295 Lanell Inlet,http://kutch.example/daine.rice,Minneapolis,MN,63207-0059,44.93860829410282,-93.07734017069309,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
596,Peaceful Pathway Shelter,(106) 190-3719,jerrold_veum@powlowski.example,35363 Clyde Forges,http://mueller.example/echo_moore,Mesa,AZ,65949,33.16471981240433,-112.06479714437086,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
597,Whispering Pines Refuge,1-161-152-1149,jonathan@ohara.test,62311 Ezra Mountains,http://runolfsson.example/bryon,Oklahoma City,OK,94076,35.502483523898086,-97.48679106986881,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
598,Whispering Pines Refuge,893.277.8533,alphonse@fadel-hackett.example,7367 Kris Garden,http://volkman-hammes.example/sparkle,Omaha,NE,25631-2607,41.327473768820695,-96.08899356195944,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
599,Harbor of Safety,147.625.8992,janee@nikolaus.test,6855 Rodriguez Station,http://fay.test/bambi.wolf,Albuquerque,NM,60676,35.37145992139356,-106.57409231325147,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
600,Heavenly Harbor,1-856-577-3653,marica@altenwerth.test,5324 Hugo Ridge,http://bartoletti.example/maye_stroman,San Francisco,CA,34648,37.707783700922754,-122.24391852270557,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
601,Emerald Oasis Shelter,370-238-4104,jenniffer_mccullough@stracke.test,89380 Boehm Shore,http://ward-lowe.example/rafael,Oakland,CA,59988,38.023389840725635,-122.51206911605423,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
602,Benevolent Refuge,225-183-1662,clinton@littel.example,54440 Fritsch Port,http://bode-mann.test/deanne.schaefer,Houston,TX,61228,29.927378036407205,-95.12798134519544,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
603,Unity Refuge Center,1-389-135-1619,kristina@brakus.test,5014 Louis Port,http://fisher.example/emmett,New York City,NY,30415,40.54052961154427,-74.23632860643882,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
604,Solace Shelter,1-518-066-2638,doug.terry@paucek.example,87733 Clarine Village,http://schulist.example/jared,Chicago,IL,79922,41.675433656882994,-87.64462508279323,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
605,Bridge to Belonging,562.811.6119,isaiah@moen-mosciski.example,41037 Labadie Street,http://anderson.test/martin,Milwaukee,WI,93547-2365,43.00286112867536,-87.80050952952915,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
606,Life Renewal Refuge,614.422.4122,lyle.murazik@bechtelar.test,8344 Witting Canyon,http://ward-heller.example/dario.schiller,Tulsa,OK,59464-8240,35.985328128453126,-96.14250832398952,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
607,Bridge to Belonging,(323) 642-2629,ellis@dietrich.example,7361 Hauck Trail,http://kautzer.test/jason.howell,Portland,OR,22171,45.24060952505091,-122.97596596623269,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
608,Beloved Shelter,208.750.8266,neal@west.test,1797 Strosin Islands,http://miller.test/riley.hirthe,Miami,FL,46805,25.671561238517192,-80.01388555053818,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
609,Lighthouse of Hope,(871) 928-2041,marlin@jakubowski.example,779 Inga Hill,http://gerhold.example/ernie,Charlotte,NC,90468-7488,35.31115052260023,-81.03514984608564,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
610,Welcome Winds Refuge,(362) 565-0926,roselee@lowe.test,573 Cummerata Fields,http://deckow.example/linwood_volkman,Fort Worth,TX,04092-5703,32.903114421758524,-97.07222441246716,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
611,Safe Haven Refuge,1-345-812-4676,kip.oreilly@treutel.test,17544 Irving Courts,http://treutel-kuhn.example/edward.stroman,Detroit,MI,63397,42.31596149700065,-83.10464546291207,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
612,Recovery Refuge,(721) 242-1759,angelo.bode@huel.test,54700 Murray Road,http://conn.example/maxwell,Albuquerque,NM,36128,34.84713599547032,-106.47363667519166,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
